ICD-9-CM CODE,CCS CATEGORY,CCS CATEGORY DESCRIPTION,ICD-9-CM CODE DESCRIPTION
80.79,162,OR Rx joints,SYNOVECTOMY-SITE NEC
80.80,162,OR Rx joints,DESTRUCT JOINT LES NOS
80.81,162,OR Rx joints,DESTRUC-SHOULDER LES NEC
80.82,162,OR Rx joints,DESTRUC-ELBOW LESION NEC
80.83,162,OR Rx joints,DESTRUC-WRIST LESION NEC
80.84,162,OR Rx joints,DESTRUC-HAND JT LES NEC
80.85,162,OR Rx joints,DESTRUCT-HIP LESION NEC
80.86,162,OR Rx joints,DESTRUCT-KNEE LESION NEC
80.87,162,OR Rx joints,DESTRUC-ANKLE LESION NEC
80.88,162,OR Rx joints,DESTRUC-FOOT JT LES NEC
80.89,162,OR Rx joints,DESTRUCT JOINT LES NEC
80.90,162,OR Rx joints,EXCISION OF JOINT NOS
80.91,162,OR Rx joints,EXCISION OF SHOULDER NEC
80.92,162,OR Rx joints,EXCISION OF ELBOW NEC
80.93,162,OR Rx joints,EXCISION OF WRIST NEC
80.94,162,OR Rx joints,EXCISION HAND JOINT NEC
80.95,162,OR Rx joints,EXCISION OF HIP NEC
80.96,162,OR Rx joints,EXCISION OF KNEE NEC
80.97,162,OR Rx joints,EXCISION OF ANKLE NEC
80.98,162,OR Rx joints,EXCISION FOOT JOINT NEC
80.99,162,OR Rx joints,EXCISION OF JOINT NEC
81.11,162,OR Rx joints,ANKLE FUSION
81.12,162,OR Rx joints,TRIPLE ARTHRODESIS
81.13,162,OR Rx joints,SUBTALAR FUSION
81.14,162,OR Rx joints,MIDTARSAL FUSION
81.15,162,OR Rx joints,TARSOMETATARSAL FUSION
81.16,162,OR Rx joints,METATARSOPHALANGEAL FUS
81.17,162,OR Rx joints,OTHER FUSION OF FOOT
81.18,162,OR Rx joints,SUBTALR JT ARTHROEREISIS (Begin 2005)
81.20,162,OR Rx joints,ARTHRODESIS NOS
81.21,162,OR Rx joints,ARTHRODESIS OF HIP
81.22,162,OR Rx joints,ARTHRODESIS OF KNEE
81.23,162,OR Rx joints,ARTHRODESIS OF SHOULDER
81.24,162,OR Rx joints,ARTHRODESIS OF ELBOW
81.25,162,OR Rx joints,CARPORADIAL FUSION
81.26,162,OR Rx joints,METACARPOCARPAL FUSION
81.27,162,OR Rx joints,METACARPOPHALANGEAL FUS
81.28,162,OR Rx joints,INTERPHALANGEAL FUSION
81.29,162,OR Rx joints,ARTHRODESIS NEC
81.40,162,OR Rx joints,REPAIR OF HIP; NEC (Begin 1989)
81.93,162,OR Rx joints,SUTUR CAPSUL/LIGAMEN ARM
81.94,162,OR Rx joints,SUTURE CAPSUL/LIG ANK/FT
81.95,162,OR Rx joints,SUTUR CAPSUL/LIG LEG NEC
81.96,162,OR Rx joints,OTHER REPAIR OF JOINT
81.98,162,OR Rx joints,OTHER JOINT DX PROCEDURE
81.99,162,OR Rx joints,JOINT STRUCTURE OP NEC
76.95,163,nOR muscskel,TM MANIPULATION NEC
76.96,163,nOR muscskel,INJEC THERAP SBST TM JNT
81.92,163,nOR muscskel,INJECTION INTO JOINT
84.41,163,nOR muscskel,FIT UP ARM/SHOULD PROSTH
84.42,163,nOR muscskel,FIT LO ARM/HAND PROSTHES
84.43,163,nOR muscskel,FIT ARM PROSTHESIS NOS
84.45,163,nOR muscskel,FIT ABOVE KNEE PROSTHES
84.46,163,nOR muscskel,FIT BELOW KNEE PROSTHES
84.47,163,nOR muscskel,FIT LEG PROSTHESIS NOS
84.52,163,nOR muscskel,INSERT RECOMBINANT BONE MORPH PROTEIN (Begin 2002)
84.53,163,nOR muscskel,IMP LIMB LENGTH KINETIC (Begin 2004)
84.54,163,nOR muscskel,IMPL OTHER LIMB LENGTH (Begin 2004)
84.55,163,nOR muscskel,INS BONE VOID FILLER (Begin 2004)
84.56,163,nOR muscskel,INSERTION CEMENT SPACER (Begin 2005)
84.57,163,nOR muscskel,REMOVAL OF CEMENT SPACER (Begin 2005)
97.11,163,nOR muscskel,REPLACE UPPER LIMB CAST
97.12,163,nOR muscskel,REPLACE LOWER LIMB CAST
97.13,163,nOR muscskel,REPLACE CAST NEC
97.14,163,nOR muscskel,REPLAC M/S IMMOB DEV NEC
97.36,163,nOR muscskel,REMOVE EXT MAND FIX DEV
97.88,163,nOR muscskel,REMOV EXT IMMOBILIZATION
76.09,164,OR muscskel,FACIAL BONE INCISION NEC
76.41,164,OR muscskel,TOT MANDIBULEC W RECONST
76.42,164,OR muscskel,TOTAL MANDIBULECTOMY NEC
76.43,164,OR muscskel,MANDIBULAR RECONST NEC
76.44,164,OR muscskel,TOT FACE OSTECT W RECONS
76.45,164,OR muscskel,TOT FACE BONE OSTECT NEC
76.46,164,OR muscskel,FACIAL BONE RECONSTR NEC
76.5,164,OR muscskel,TEMPOROMAND ARTHROPLASTY
76.61,164,OR muscskel,CL OSTEOPLASTY MAND RAMI
76.62,164,OR muscskel,OPEN OSTEOPLAS MAND RAMI
76.63,164,OR muscskel,OSTEOPLASTY MANDIBLE BDY
76.64,164,OR muscskel,MAND ORTHOGNATHIC OP NEC
76.65,164,OR muscskel,SEG OSTEOPLASTY MAXILLA
76.66,164,OR muscskel,TOT OSTEOPLASTY MAXILLA
76.67,164,OR muscskel,REDUCTION GENIOPLASTY
76.68,164,OR muscskel,AUGMENTATION GENIOPLASTY
76.69,164,OR muscskel,FACIAL BONE REPAIR NEC
76.91,164,OR muscskel,BONE GRAFT TO FACE BONE
76.92,164,OR muscskel,SYN IMPLANT TO FACE BONE
84.00,164,OR muscskel,UPPER LIMB AMPUTAT NOS
84.01,164,OR muscskel,FINGER AMPUTATION
84.02,164,OR muscskel,THUMB AMPUTATION
84.03,164,OR muscskel,AMPUTATION THROUGH HAND
84.04,164,OR muscskel,DISARTICULATION OF WRIST
84.05,164,OR muscskel,AMPUTATION THRU FOREARM
84.06,164,OR muscskel,DISARTICULATION OF ELBOW
84.07,164,OR muscskel,AMPUTATION THRU HUMERUS
84.08,164,OR muscskel,SHOULDER DISARTICULATION
84.09,164,OR muscskel,FOREQUARTER AMPUTATION
84.21,164,OR muscskel,THUMB REATTACHMENT
84.22,164,OR muscskel,FINGER REATTACHMENT
84.23,164,OR muscskel,FOREARM/WRIST/HAND REATT
84.24,164,OR muscskel,UPPER ARM REATTACHMENT
84.25,164,OR muscskel,TOE REATTACHMENT
84.26,164,OR muscskel,FOOT REATTACHMENT
84.27,164,OR muscskel,LOWER LEG/ANKLE REATTACH
84.28,164,OR muscskel,THIGH REATTACHMENT
84.29,164,OR muscskel,REATTACHMENT NEC
84.3,164,OR muscskel,AMPUTATION STUMP REVIS
84.40,164,OR muscskel,IMPLNT/FIT PROS LIMB NOS
84.44,164,OR muscskel,IMPLANT ARM PROSTHESIS
84.48,164,OR muscskel,IMPLANT LEG PROSTHESIS
84.91,164,OR muscskel,AMPUTATION NOS
84.92,164,OR muscskel,SEPARAT EQUAL JOIN TWIN
84.93,164,OR muscskel,SEPARAT UNEQUL JOIN TWIN
84.99,164,OR muscskel,MUSCULOSKELETAL OP NEC
85.11,165,Breast bx,CLOSED BREAST BX
85.12,165,Breast bx,OPEN BREAST BX
85.19,165,Breast bx,BREAST DX PROCEDURE NEC
85.20,166,Lumpectomy,BREAST TISSU DESTRUC NOS
85.21,166,Lumpectomy,LOCAL EXCIS BREAST LES
85.22,166,Lumpectomy,QUADRANT RESECT BREAST
85.23,166,Lumpectomy,SUBTOTAL MASTECTOMY
85.41,167,Mastectomy,UNILAT SIMPLE MASTECTOMY
85.42,167,Mastectomy,BILAT SIMPLE MASTECTOMY
85.43,167,Mastectomy,UNILAT EXTEN SIMP MASTEC
85.44,167,Mastectomy,BILAT EXTEND SIMP MASTEC
85.45,167,Mastectomy,UNILAT RADICAL MASTECTOM
85.46,167,Mastectomy,BILAT RADICAL MASTECTOMY
85.47,167,Mastectomy,UNIL EXT RAD MASTECTOMY
85.48,167,Mastectomy,BIL EXTEN RAD MASTECTOMY
86.04,168,I&D skin,OTHER SKIN & SUBQ I & D
86.22,169,Debrid wound,WOUND DEBRIDEMENT (Begin 1988)
86.28,169,Debrid wound,NONEXCIS DEBRIDEMENT WND (Begin 1988)
86.3,170,Excis skin,OTHER LOCAL DESTRUC SKIN
86.4,170,Excis skin,RADICAL EXCIS SKIN LES
86.51,171,Suture skin,REPLANTATION OF SCALP
86.59,171,Suture skin,SKIN SUTURE NEC
86.60,172,Skin graft,FREE SKIN GRAFT NOS
86.61,172,Skin graft,FULL-THICK HAND SKIN GRF
86.62,172,Skin graft,HAND SKIN GRAFT NEC
86.63,172,Skin graft,FULL-THICK SKIN GRFT NEC
86.64,172,Skin graft,HAIR TRANSPLANT
86.65,172,Skin graft,HETEROGRAFT TO SKIN
86.66,172,Skin graft,HOMOGRAFT TO SKIN
86.67,172,Skin graft,DERMAL REGENERATIVE GRAFT (Begin 1998)
86.69,172,Skin graft,FREE SKIN GRAFT NEC
86.70,172,Skin graft,PEDICLE GRAFT/FLAP NOS
86.71,172,Skin graft,CUT & PREP PEDICLE GRAFT
86.72,172,Skin graft,PEDICLE GRAFT ADVANCEMEN
86.73,172,Skin graft,ATTACH PEDICLE TO HAND
86.74,172,Skin graft,ATTACH PEDICLE GRAFT NEC
86.75,172,Skin graft,REVISION OF PEDICLE GRFT
86.11,173,Ot Dx skin,SKIN & SUBQ BIOPSY
86.19,173,Ot Dx skin,SKIN & SUBQ DX PROC NEC
85.0,174,nOR Rx skin,MASTOTOMY
85.51,174,nOR Rx skin,UNIL BREAST INJEC-AUGMEN
85.52,174,nOR Rx skin,BIL BREAST INJEC-AUGMENT
85.81,174,nOR Rx skin,SUTURE BREAST LACERATION
85.91,174,nOR Rx skin,ASPIRATION OF BREAST
85.92,174,nOR Rx skin,BREAST INJECTION
86.01,174,nOR Rx skin,ASPIRATION SKIN & SUBQ
86.02,174,nOR Rx skin,SKIN DEFECT TATTOOING
86.03,174,nOR Rx skin,INCISION PILONIDAL SINUS
86.05,174,nOR Rx skin,SKIN INCIS & FB REMOVAL
86.07,174,nOR Rx skin,INSERT VASC ACCESS DEV (Begin 1990)
86.09,174,nOR Rx skin,SKIN & SUBQ INCISION NEC
86.23,174,nOR Rx skin,NAIL REMOVAL
86.24,174,nOR Rx skin,SKIN CHEMOSURGERY
86.26,174,nOR Rx skin,LIGATION DERMAL APPENDAG
86.27,174,nOR Rx skin,DEBRIDEMENT OF NAIL (Begin 1986)
86.92,174,nOR Rx skin,EPILATION OF SKIN
86.99,174,nOR Rx skin,SKIN & SUBQ OP NEC
85.24,175,OR Rx skin,EXC ECTOPIC BREAST TISSU
85.25,175,OR Rx skin,EXCISION OF NIPPLE
85.31,175,OR Rx skin,UNILAT REDUCT MAMMOPLAST
85.32,175,OR Rx skin,BILAT REDUCT MAMMOPLASTY
85.33,175,OR Rx skin,UNIL SUBQ MAMMECT-IMPLNT
85.34,175,OR Rx skin,UNILAT SUBQ MAMMECT NEC
85.35,175,OR Rx skin,BIL SUBQ MAMMECT-IMPLANT
85.36,175,OR Rx skin,BILAT SUBQ MAMMECTOM NEC
85.50,175,OR Rx skin,AUGMENT MAMMOPLASTY NOS
85.53,175,OR Rx skin,UNILAT BREAST IMPLANT
85.54,175,OR Rx skin,BILATERAL BREAST IMPLANT
85.55,175,OR Rx skin,Fat graft to breast (Begin 2010)
85.6,175,OR Rx skin,MASTOPEXY
85.7,175,OR Rx skin,TOTAL BREAST RECONSTRUCT (End 2008)
85.70,175,OR Rx skin,TOTL RECONSTC BREAST NOS (Begin 2008)
85.71,175,OR Rx skin,LATISS DORSI MYOCUT FLAP (Begin 2008)
85.72,175,OR Rx skin,TRAM FLAP
85.73,175,OR Rx skin,TRAM FLAP
85.74,175,OR Rx skin,DIEP FLAP
85.75,175,OR Rx skin,SIEA FLAP
85.76,175,OR Rx skin,GAP FLAP
85.79,175,OR Rx skin,TOTL RECONST BREAST NEC (Begin 2008)
85.82,175,OR Rx skin,BREAST SPLIT-THICK GRAFT
85.83,175,OR Rx skin,BREAST FULL-THICK GRAFT
85.84,175,OR Rx skin,BREAST PEDICLE GRAFT
85.85,175,OR Rx skin,BREAST MUSCLE FLAP GRAFT
85.86,175,OR Rx skin,TRANSPOSITION OF NIPPLE
85.87,175,OR Rx skin,NIPPLE REPAIR NEC
85.89,175,OR Rx skin,MAMMOPLASTY NEC
85.93,175,OR Rx skin,BREAST IMPLANT REVISION
85.94,175,OR Rx skin,BREAST IMPLANT REMOVAL
85.95,175,OR Rx skin,INS BRST TIS EXPAN (Begin 1987)
85.96,175,OR Rx skin,REM BRST TIS EXPAN (Begin 1987)
85.99,175,OR Rx skin,BREAST OPERATION NEC
86.06,175,OR Rx skin,INSERT INFUSION PUMP (Begin 1987)
86.21,175,OR Rx skin,EXCISION OF PILONID CYST
86.25,175,OR Rx skin,DERMABRASION
86.81,175,OR Rx skin,REPAIR FACIAL WEAKNESS
86.82,175,OR Rx skin,FACIAL RHYTIDECTOMY
86.83,175,OR Rx skin,SIZE REDUCT PLASTIC OP
86.84,175,OR Rx skin,RELAXATION OF SCAR
86.85,175,OR Rx skin,SYNDACTYLY CORRECTION
86.86,175,OR Rx skin,ONYCHOPLASTY
86.87,175,OR Rx skin,Fat grft skin/subq tiss (Begin 2010)
86.89,175,OR Rx skin,SKIN REPAIR & PLASTY NEC
86.90,175,OR Rx skin,Ext fat for grft/banking (Begin 2010)
86.91,175,OR Rx skin,SKIN EXCISION FOR GRAFT
86.93,175,OR Rx skin,INSERT TISSUE EXPANDER (Begin 1987)
33.5,176,Ot orgn tran,LUNG TRANSPLANT (End 1995)
33.50,176,Ot orgn tran,LUNG TRANSPL NOS (Begin 1995)
33.51,176,Ot orgn tran,UNILAT LUNG TRANSPL (Begin 1995)
33.52,176,Ot orgn tran,BILAT LUNG TRANSPL (Begin 1995)
33.6,176,Ot orgn tran,COMB HEART/LUNG TRANSPLA (Begin 1990)
37.5,176,Ot orgn tran,HEART TRANSPLANTATION (End 2003)
37.51,176,Ot orgn tran,HEART TRANSPLANTATION (Begin 2003)
41.94,176,Ot orgn tran,SPLEEN TRANSPLANTATION
46.97,176,Ot orgn tran,TRANSPLANT OF INTESTINE (Begin 2000)
50.51,176,Ot orgn tran,AUXILIARY LIVER TRANSPL
50.59,176,Ot orgn tran,LIVER TRANSPLANT NEC
52.80,176,Ot orgn tran,PANCREAT TRANSPLANT NOS
52.81,176,Ot orgn tran,REIMPLANT PANCREATIC TIS
52.82,176,Ot orgn tran,PANCREATIC HOMOTRANSPLAN
52.83,176,Ot orgn tran,PANCREATIC HETEROTRANSPL
52.84,176,Ot orgn tran,AUTOTRANS ISLET CELLS (Begin 1996)
52.85,176,Ot orgn tran,ALLOTRANS ISLET CELLS (Begin 1996)
52.86,176,Ot orgn tran,TRANSPL ISLET CELLS NOS (Begin 1996)
87.03,177,CT head,C.A.T. SCAN OF HEAD
87.41,178,CT chest,C.A.T. SCAN OF THORAX
88.01,179,CT abdomen,C.A.T. SCAN OF ABDOMEN
00.31,180,Ot CT scan,CAS W CT/CTA (Begin 2004)
87.71,180,Ot CT scan,C.A.T. SCAN OF KIDNEY
88.38,180,Ot CT scan,OTHER C.A.T. SCAN
87.21,181,Myelogram,CONTRAST MYELOGRAM
87.36,182,Mammography,BREAST XEROGRAPHY
87.37,182,Mammography,MAMMOGRAPHY NEC
87.44,183,Routine CXR,ROUTINE CHEST X-RAY
87.53,184,IntraOR chol,INTRAOPER CHOLANGIOGRAM
87.61,185,UGI x-ray,BARIUM SWALLOW
87.62,185,UGI x-ray,UPPER GI SERIES
87.64,186,LGI x-ray,LOWER GI SERIES
87.73,187,IVP,INTRAVENOUS PYELOGRAM
88.41,188,Cereb arter,CONTR CEREBR ARTERIOGRAM
88.42,189,Aortogram,CONTRAST AORTOGRAM
88.48,190,Leg arteriog,CONTRAST ARTERIOGRAM-LEG
88.40,191,Ot arterio,CONTRAST ARTERIOGRAM NOS
88.43,191,Ot arterio,CONTR PULMON ARTERIOGRAM
88.44,191,Ot arterio,CONTR THOR ARTERIOGR NEC
88.45,191,Ot arterio,CONTRAST RENAL ARTERIOGR
88.46,191,Ot arterio,CONTRAST PLACENTOGRAM
88.47,191,Ot arterio,CONTR ABD ARTERIOGRM NEC
88.49,191,Ot arterio,CONTRAST ARTERIOGRAM NEC
88.50,191,Ot arterio,ANGIOCARDIOGRAPHY NOS
88.51,191,Ot arterio,VENA CAV ANGIOCARDIOGRAM
88.58,191,Ot arterio,NEGATVE-CONTR CARDIOGRAM
88.60,191,Ot arterio,CONTRAST PHLEBOGRAM NOS
88.61,191,Ot arterio,CONTR PHLEBOGRAM-HD/NECK
88.62,191,Ot arterio,CONTR PHLEBOGRAM-PULMON
88.63,191,Ot arterio,THORAC CONTR PHLEBOG NEC
88.64,191,Ot arterio,PORTAL CONTR PHLEBOGRAM
88.65,191,Ot arterio,ABD CONTR PHLEBOGRAM NEC
88.66,191,Ot arterio,CONTRAST PHLEBOGRAM-LEG
88.67,191,Ot arterio,CONTRAST PHLEBOGRAM NEC
88.68,191,Ot arterio,IMPEDANCE PHLEBOGRAM
00.21,192,Dx US head,IVUS EXTRACRAN CEREB VES (Begin 2004)
88.71,192,Dx US head,DX ULTRASOUND-HEAD/NECK
00.24,193,Echocardiogr,IVUS CORONARY VESSELS (Begin 2004)
88.72,193,Echocardiogr,DX ULTRASOUND-HEART
88.74,194,Dx US GI,DX ULTRASOUND-DIGESTIVE
00.25,195,Dx US urin,IVUS RENAL VESSELS (Begin 2004)
88.75,195,Dx US urin,DX ULTRASOUND-URINARY
88.76,196,Dx US abd,DX ULTRASOUND-ABDOMEN
00.22,197,Ot Dx US,IVUS INTRATHORACIC VES (Begin 2004)
00.23,197,Ot Dx US,IVUS PERIPHERAL VESSELS (Begin 2004)
00.28,197,Ot Dx US,INTRAVASCUL IMAGING NEC (Begin 2004)
00.29,197,Ot Dx US,INTRAVASCUL IMAGING NOS (Begin 2004)
88.73,197,Ot Dx US,DX ULTRASOUND-THORAX NEC
88.77,197,Ot Dx US,DX ULTRASOUND-VASCULAR
88.78,197,Ot Dx US,DX ULTRASOUND-GRAV UTER
88.79,197,Ot Dx US,DX ULTRASOUND NEC
00.32,198,MRI,CAS W MR/MRA (Begin 2004)
88.91,198,MRI,MRI OF BRAIN & BRAINSTEM (Begin 1986)
88.92,198,MRI,MRI CHEST & HEART (Begin 1986)
88.93,198,MRI,MRI SPINAL CANAL (Begin 1986)
88.94,198,MRI,MRI MUSCULOSKELETAL (Begin 1986)
88.95,198,MRI,MRI PELVIS;PROSTATE;BLAD (Begin 1986)
88.96,198,MRI,OTH INTRAOPERTVE MAGNC RESONANCE IMGING (Begin 2002)
88.97,198,MRI,MAGNETIC RES IMAGE UNSP (Begin 1989)
88.99,198,MRI,MRI OTH UNSPEC (Begin 1986 End 1989)
89.14,199,EEG,ELECTROENCEPHALOGRAM
89.29,200,Nonop urin,OTHER GU SYSTEM EXAMS
89.41,201,Stress tests,TREADMILL STRESS TEST
89.42,201,Stress tests,MASTERS  2-STEP TEST
89.43,201,Stress tests,BICYCLE ERGOMETER TEST
89.44,201,Stress tests,CARDIAC STRESS TEST NEC
89.51,202,EKG,RHYTHM ELECTROCARDIOGRAM
89.52,202,EKG,ELECTROCARDIOGRAM
89.54,203,EKG monitor,ELECTROCARDIOGRAPH MONIT
89.64,204,Swan-Ganz,PULMON ART WEDGE MONITOR
89.60,205,ABG,-CONT INTRA-ART BLD GAS MEASURE (Begin 2002)
89.65,205,ABG,ARTERIAL BLD GAS MEASURE
90.01,206,Bacter smear,BACT SMEAR-NERVOUS SYST
90.02,206,Bacter smear,CULTURE-NERVOUS SYST
90.03,206,Bacter smear,C & S-NERVOUS SYST
90.04,206,Bacter smear,PARASITOLOGY-NERV SYST
90.05,206,Bacter smear,TOXICOLOGY-NERVOUS SYST
90.06,206,Bacter smear,CELL BLK/PAP-NERVOUS SYS
90.09,206,Bacter smear,MICRO EXAM-NERVOUS NEC
90.11,206,Bacter smear,BACT SMEAR-ENDOCRINE
90.12,206,Bacter smear,CULTURE-ENDOCRINE
90.13,206,Bacter smear,C & S-ENDOCRINE
90.14,206,Bacter smear,PARASITOLOGY-ENDOCRINE
90.15,206,Bacter smear,TOXICOLOGY-ENDOCRINE
90.16,206,Bacter smear,CELL BLOCK/PAP-ENDOCRINE
90.19,206,Bacter smear,MICRO EXAM-ENDOCRINE NEC
90.21,206,Bacter smear,BACT SMEAR-EYE
90.22,206,Bacter smear,CULTURE-EYE
90.23,206,Bacter smear,C & S-EYE
90.24,206,Bacter smear,PARASITOLOGY-EYE
90.25,206,Bacter smear,TOXICOLOGY-EYE
90.26,206,Bacter smear,CELL BLOCK/PAP-EYE
90.29,206,Bacter smear,MICRO EXAM-EYE NEC
90.31,206,Bacter smear,BACT SMEAR-ENT/LARYNX
90.32,206,Bacter smear,CULTURE-ENT/LARYNX
90.33,206,Bacter smear,C & S-ENT/LARYNX
90.34,206,Bacter smear,PARASITOLOGY-ENT/LARYNX
90.35,206,Bacter smear,TOXICOLOGY-ENT/LARYNX
90.36,206,Bacter smear,CELL BLOCK/PAP-ENT/LARYN
90.39,206,Bacter smear,MICRO EXAM-ENT/LARYN NEC
90.41,206,Bacter smear,BACT SMEAR-LOWER RESP
90.42,206,Bacter smear,CULTURE-LOWER RESP
90.43,206,Bacter smear,C & S-LOWER RESP
90.44,206,Bacter smear,PARASITOLOGY-LOWER RESP
90.45,206,Bacter smear,TOXICOLOGY-LOWER RESP
90.46,206,Bacter smear,CELL BLOCK/PAP-LOWR RESP
90.49,206,Bacter smear,MICRO EXAM-LOWR RESP NEC
90.51,206,Bacter smear,BACT SMEAR-BLOOD
90.52,206,Bacter smear,CULTURE-BLOOD
90.53,206,Bacter smear,C & S-BLOOD
90.54,206,Bacter smear,PARASITOLOGY-BLOOD
90.55,206,Bacter smear,TOXICOLOGY-BLOOD
90.56,206,Bacter smear,CELL BLOCK/PAP-BLOOD
90.59,206,Bacter smear,MICRO EXAM-BLOOD NEC
90.61,206,Bacter smear,BACT SMEAR-SPLEEN/MARROW
90.62,206,Bacter smear,CULTURE-SPLEEN/MARROW
90.63,206,Bacter smear,C & S-SPLEEN/MARROW
90.64,206,Bacter smear,PARASITOL-SPLEEN/MARROW
90.65,206,Bacter smear,TOXICOLOGY-SPLEEN/MARROW
90.66,206,Bacter smear,CELL BLK/PAP-SPLEEN/MARR
90.69,206,Bacter smear,MICRO EXAM-SPLN/MARR NEC
90.71,206,Bacter smear,BACT SMEAR-LYMPH SYSTEM
90.72,206,Bacter smear,CULTURE-LYMPH SYSTEM
90.73,206,Bacter smear,C & S-LYMPH SYSTEM
90.74,206,Bacter smear,PARASITOLOGY-LYMPH SYS
90.75,206,Bacter smear,TOXICOLOGY-LYMPH SYSTEM
90.76,206,Bacter smear,CELL BLK/PAP-LYMPH SYS
90.79,206,Bacter smear,MICRO EXAM-LYMPH SYS NEC
90.81,206,Bacter smear,BACT SMEAR-UPPER GI
90.82,206,Bacter smear,CULTURE-UPPER GI
90.83,206,Bacter smear,C & S-UPPER GI
90.84,206,Bacter smear,PARASITOLOGY-UPPER GI
90.85,206,Bacter smear,TOXICOLOGY-UPPER GI
90.86,206,Bacter smear,CELL BLK/PAP-UPPER GI
90.89,206,Bacter smear,MICRO EXAM-UPPER GI NEC
90.91,206,Bacter smear,BACT SMEAR-LOWER GI
90.92,206,Bacter smear,CULTURE-LOWER GI
90.93,206,Bacter smear,C & S-LOWER GI
90.94,206,Bacter smear,PARASITOLOGY-LOWER GI
90.95,206,Bacter smear,TOXICOLOGY-LOWER GI
90.96,206,Bacter smear,CELL BLK/PAP-LOWER GI
90.99,206,Bacter smear,MICRO EXAM-LOWER GI NEC
91.01,206,Bacter smear,BACT SMEAR-BILI/PANCREAS
91.02,206,Bacter smear,CULTURE-BILI/PANCREAS
91.03,206,Bacter smear,C & S-BILI/PANCREAS
91.04,206,Bacter smear,PARASITOLOGY-BILI/PANCR
91.05,206,Bacter smear,TOXICOLOGY-BILI/PANCREAS
91.06,206,Bacter smear,CELL BLK/PAP-BILI/PANCRE
91.09,206,Bacter smear,MICRO EXAM-BILI/PANC NEC
91.11,206,Bacter smear,BACT SMEAR-PERITONEUM
91.12,206,Bacter smear,CULTURE-PERITONEUM
91.13,206,Bacter smear,C & S-PERITONEUM
91.14,206,Bacter smear,PARASITOLOGY-PERITONEUM
91.15,206,Bacter smear,TOXICOLOGY-PERITONEUM
91.16,206,Bacter smear,CELL BLK/PAP-PERITONEUM
91.19,206,Bacter smear,MICRO EXAM-PERITON NEC
91.21,206,Bacter smear,BACT SMEAR-UPPER URINARY
91.22,206,Bacter smear,CULTURE-UPPER URINARY
91.23,206,Bacter smear,C & S-UPPER URINARY
91.24,206,Bacter smear,PARASITOLOGY-UPPER URIN
91.25,206,Bacter smear,TOXICOLOGY-UPPER URINARY
91.26,206,Bacter smear,CELL BLK/PAP-UPPER URIN
91.29,206,Bacter smear,MICRO EXAM-UPPR URIN NEC
91.31,206,Bacter smear,BACT SMEAR-LOWER URINARY
91.32,206,Bacter smear,CULTURE-LOWER URINARY
91.33,206,Bacter smear,C & S-LOWER URINARY
91.34,206,Bacter smear,PARASITLOLGY-LOWER URIN
91.35,206,Bacter smear,TOXICOLOGY-LOWER URINARY
91.36,206,Bacter smear,CELL BLK/PAP-LOWER URIN
91.39,206,Bacter smear,MICRO EXAM-LOW URIN NEC
91.41,206,Bacter smear,BACT SMEAR-FEMALE GENIT
91.42,206,Bacter smear,CULTURE-FEMALE GENITAL
91.43,206,Bacter smear,C & S-FEMALE GENITAL
91.44,206,Bacter smear,PARASITOLOGY-FEMALE GEN
91.45,206,Bacter smear,TOXICOLOGY-FEMALE GENIT
91.46,206,Bacter smear,CELL BLK/PAP-FEMALE GEN
91.49,206,Bacter smear,MICRO EXAM-FEMAL GEN NEC
91.51,206,Bacter smear,BACT SMEAR-MUSCULOSKEL
91.52,206,Bacter smear,CULTURE-MUSCULOSKELETAL
91.53,206,Bacter smear,C & S-MUSCULOSKELETAL
91.54,206,Bacter smear,PARASITOLOGY-MUSCULOSKEL
91.55,206,Bacter smear,TOXICOLOGY-MUSCULOSKEL
91.56,206,Bacter smear,CELL BLK/PAP-MUSCULOSKEL
91.59,206,Bacter smear,MICRO EXAM-MUSCULOSK NEC
91.61,206,Bacter smear,BACT SMEAR-INTEGUMENT
91.62,206,Bacter smear,CULTURE-INTEGUMENT
91.63,206,Bacter smear,C & S-INTEGUMENT
91.64,206,Bacter smear,PARASITOLOGY-INTEGUMENT
91.65,206,Bacter smear,TOXICOLOGY-INTEGUMENT
91.66,206,Bacter smear,CELL BLK/PAP-INTEGUMENT
91.69,206,Bacter smear,MICRO EXAM-INTEGUMEN NEC
91.71,206,Bacter smear,BACT SMEAR-OP WOUND
91.72,206,Bacter smear,CULTURE-OP WOUND
91.73,206,Bacter smear,C & S-OP WOUND
91.74,206,Bacter smear,PARASITOLOGY-OP WOUND
91.75,206,Bacter smear,TOXICOLOGY-OP WOUND
91.76,206,Bacter smear,CELL BLK/PAP-OP WOUND
91.79,206,Bacter smear,MICRO EXAM-OP WOUND NEC
91.81,206,Bacter smear,BACT SMEAR NEC
91.82,206,Bacter smear,CULTURE NEC
91.83,206,Bacter smear,C & S NEC
91.84,206,Bacter smear,PARASITOLOGY NEC
91.85,206,Bacter smear,TOXICOLOGY NEC
91.86,206,Bacter smear,CELL BLK/PAP NEC
91.89,206,Bacter smear,MICRO EXAM NEC
91.91,206,Bacter smear,BACT SMEAR NOS
91.92,206,Bacter smear,CULTURE NOS
91.93,206,Bacter smear,C & S NOS
91.94,206,Bacter smear,PARASITOLOGY NOS
91.95,206,Bacter smear,TOXICOLOGY NOS
